id_number 1,site,category,short_description,criteria_txt,justification,danger,latitude,longitude,region,iso_code,states,location,transboundary,date_inscribed,secondary_dates,revision,extension,unique_number,http_url,image_url,wikidata_URI,wikidata_Label,wikidata_instance_of_URI,wikidata_instance_of_label,wikidata_culture_URI,wikidata_culture_label,wikidata_area_in_sq_meters
776,Itsukushima Shinto Shrine,Cultural,"The island of Itsukushima, in the Seto inland sea, has been a holy place of Shintoism since the earliest times. The first shrine buildings here were probably erected in the 6th century. The present shrine dates from the 12th century and the harmoniously arranged buildings reveal great artistic and technical skill. The shrine plays on the contrasts in colour and form between mountains and sea and illustrates the Japanese concept of scenic beauty, which combines nature and human creativity.",(i)(ii)(iv)(vi),"The Committee decided to inscribe the nominated property on the basis of cultural criteria (i), (ii), (iv) and (vi) as the supreme example of this form of religious centre, setting traditional architecture of great artistic and technical merit against a dramatic natural background and thereby creating a work of art of incomparable physical beauty.",,34.2944166700,132.3246389000,Asia and the Pacific,jp,Japan,Hiroshima Prefecture,0,1996,,0,0,918,https://whc.unesco.org/en/list/776,https://whc.unesco.org/uploads/sites/site_776.jpg,http://www.wikidata.org/entity/Q191763,Itsukushima Shrine,"http://www.wikidata.org/entity/Q125316256, http://www.wikidata.org/entity/Q1656379","Itsukushima shrine, ichinomiya",,,4312000
779,"Mount Emei Scenic Area, including Leshan Giant Buddha Scenic Area",Mixed,"The first Buddhist temple in China was built here in Sichuan Province in the 1st century A.D. in the beautiful surroundings of the summit Mount Emei. The addition of other temples turned the site into one of Buddhism's holiest sites. Over the centuries, the cultural treasures grew in number. The most remarkable is the Giant Buddha of Leshan, carved out of a hillside in the 8th century and looking down on the confluence of three rivers. At 71 m high, it is the largest Buddha in the world. Mount Emei is also notable for its exceptionally diverse vegetation, ranging from subtropical to subalpine pine forests. Some of the trees there are more than 1,000 years old.",(iv)(vi)(x),"The Committee decided to inscribe the nominated property under cultural criteria (iv) and (vi) considering the area of Mt. Emei is of exceptional cultural significance, since it is the place where Buddhism first became established on Chinese territory and from where it spread widely throughout the east. It is also an area of natural beauty into which the human element has been integrated, and natural criterion (x) for its high plant species diversity with a large number of endemic species. It also underlined the importance of the link between the tangible and intangible, the natural and the cultural.",,29.5449000000,103.7692500000,Asia and the Pacific,cn,China,"Eimeishan City, Sichuan Province",0,1996,,0,0,922,https://whc.unesco.org/en/list/779,https://whc.unesco.org/uploads/sites/site_779.jpg,http://www.wikidata.org/entity/Q16914686,"Mount Emei Scenic Area, including Leshan Giant Buddha Scenic Area",http://www.wikidata.org/entity/Q4167410,Wikimedia disambiguation page,,,154000000
78,Independence Hall,Cultural,The Declaration of Independence (1776) and the Constitution of the United States (1787) were both signed in this building in Philadelphia. The universal principles of freedom and democracy set forth in these documents are of fundamental importance to American history and have also had a profound impact on law-makers around the world.,(vi),,,39.9486111100,-75.1500000000,Europe and North America,us,United States of America,"Philadelphia, Commonwealth of Pennsylvania",0,1979,,0,0,84,https://whc.unesco.org/en/list/78,https://whc.unesco.org/uploads/sites/site_78.jpg,http://www.wikidata.org/entity/Q390028,Independence Hall,"http://www.wikidata.org/entity/Q30124446, http://www.wikidata.org/entity/Q839954, http://www.wikidata.org/entity/Q358","legislative building, archaeological site, heritage site",,,20000
790,Archaeological Site of Panamá Viejo and Historic District of Panamá,Cultural,"Founded in 1519 by the conquistador Pedrarías Dávila, Panamá Viejo is the oldest European settlement on the Pacific coast of the Americas. It was laid out on a rectilinear grid and marks the transference from Europe of the idea of a planned town. Abandoned in the mid-17th century, it was replaced by a ‘new town’ (the ‘Historic District’), which has also preserved its original street plan, its architecture and an unusual mixture of Spanish, French and early American styles. The Salón Bolívar was the venue for the unsuccessful attempt made by El Libertador in 1826 to establish a multinational continental congress.",(ii)(iv)(vi),"The Committee decided to inscribe this property on the basis of cultural criteria (ii), (iv) and (vi), considering that Panamá was the first European settlement on the Pacific coast of the Americas, in 1519, and the Historic District preserves intact a street pattern, together with a substantial number of early domestic buildings, which are exceptional testimony to the nature of this early settlement. The Salón Bolivar is of outstanding historical importance, as the venue for Simón Bolivar's visionary attempt in 1826 to create a Pan-American congress, more than a century before such institutions became a reality.",,8.9511111110,-79.5405555600,Latin America and the Caribbean,pa,Panama,"Panama’ Province, Panama’ District",0,1997,2003,0,1,934,https://whc.unesco.org/en/list/790,https://whc.unesco.org/uploads/sites/site_790.jpg,http://www.wikidata.org/entity/Q16886870,Archaeological Site of Panamá Viejo and Historic District of Panamá,http://www.wikidata.org/entity/Q18247357,group of structures or buildings,,,574000
791,Pre-Hispanic Town of Uxmal,Cultural,"The Mayan town of Uxmal, in Yucatán, was founded c. A.D. 700 and had some 25,000 inhabitants. The layout of the buildings, which date from between 700 and 1000, reveals a knowledge of astronomy. The Pyramid of the Soothsayer, as the Spaniards called it, dominates the ceremonial centre, which has well-designed buildings decorated with a profusion of symbolic motifs and sculptures depicting Chaac, the god of rain. The ceremonial sites of Uxmal, Kabah, Labna and Sayil are considered the high points of Mayan art and architecture.",(i)(ii)(iii),"The Committee decided to inscribe the nominated property on the basis of cultural criteria (i), (ii) and (iii) considering that the site is of outstanding universal value. The ruins of the ceremonial structures at Uxmal represent the pinnacle of late Mayan art and architecture in their design, layout and ornamentation, and the complex of Uxmal and its three related towns of Kabáh, Labná and Sayil admirably demonstrate the social and economic structure of late Mayan society.",,20.3616666700,-89.7702777800,Latin America and the Caribbean,mx,Mexico,"Etat de Yucatan, municipalites Muna et Santa Elena",0,1996,,0,0,935,https://whc.unesco.org/en/list/791,https://whc.unesco.org/uploads/sites/site_791.jpg,http://www.wikidata.org/entity/Q65455940,Pre-Hispanic Town of Uxmal,http://www.wikidata.org/entity/Q28777651,group of protected areas,,,20598000
794,Dougga / Thugga,Cultural,"Before the Roman annexation of Numidia, the town of Thugga, built on an elevated site overlooking a fertile plain, was the capital of an important Libyco-Punic state. It flourished under Roman and Byzantine rule, but declined in the Islamic period. The impressive ruins that are visible today give some idea of the resources of a small Roman town on the fringes of the empire.",(ii)(iii),"The Committee decided to inscribe this property on the basis of criteria (ii) and (iii), considering that Dougga is the best preserved Roman small town in North Africa and as such provides an exceptional picture of everyday life in antiquity.",,36.4236100000,9.2202800000,Arab States,tn,Tunisia,Gouvernat de Beja,0,1997,,0,0,938,https://whc.unesco.org/en/list/794,https://whc.unesco.org/uploads/sites/site_794.jpg,http://www.wikidata.org/entity/Q32378,Dougga,http://www.wikidata.org/entity/Q839954,archaeological site,http://www.wikidata.org/entity/Q4383747,Punic people,750000
798,The Sundarbans,Natural,"The Sundarbans mangrove forest, one of the largest such forests in the world (140,000 ha), lies on the delta of the Ganges, Brahmaputra and Meghna rivers on the Bay of Bengal. It is adjacent to the border of India&rsquo;s Sundarbans World Heritage site inscribed in 1987. The site is intersected by a complex network of tidal waterways, mudflats and small islands of salt-tolerant mangrove forests, and presents an excellent example of ongoing ecological processes. The area is known for its wide range of fauna, including 260 bird species, the Bengal tiger and other threatened species such as the estuarine crocodile and the Indian python.",(ix)(x),"The Committee inscribed the site under criteria (ix) and (x)  as one of the largest remaining areas of mangroves in the world, which supports an exceptional biodiversity with a wide range of flora and fauna, including the Bengal Tiger and provides a significant example of on-going ecological processes (monsoon rains, flooding, delta formation, tidal influence and plant colonisation).",,21.9500000000,89.1833300000,Asia and the Pacific,bd,Bangladesh,South-Western Region (Khulna Division),0,1997,,0,0,943,https://whc.unesco.org/en/list/798,https://whc.unesco.org/uploads/sites/site_798.jpg,http://www.wikidata.org/entity/Q42725548,Sundarbans Reserved Forest,"http://www.wikidata.org/entity/Q19756, http://www.wikidata.org/entity/Q4421","mangrove, forest",,,1395000000
8,Ichkeul National Park,Natural,"The Ichkeul lake and wetland are a major stopover point for hundreds of thousands of migrating birds, such as ducks, geese, storks and pink flamingoes, who come to feed and nest there. Ichkeul is the last remaining lake in a chain that once extended across North Africa.",(x),,P 1996-2006,37.1636100000,9.6747200000,Arab States,tn,Tunisia,"Bizerta District, 25 km southwest of Bizerta",0,1980,,0,0,11,https://whc.unesco.org/en/list/8,https://whc.unesco.org/uploads/sites/site_8.jpg,http://www.wikidata.org/entity/Q13220079,Ichkeul National Park,http://www.wikidata.org/entity/Q46169,national park,,,126000000
80,Mont-Saint-Michel and its Bay,Cultural,"Perched on a rocky islet in the midst of vast sandbanks exposed to powerful tides between Normandy and Brittany stand the 'Wonder of the West', a Gothic-style Benedictine abbey dedicated to the archangel St Michael, and the village that grew up in the shadow of its great walls. Built between the 11th and 16th centuries, the abbey is a technical and artistic tour de force, having had to adapt to the problems posed by this unique natural site.",(i)(iii)(vi),,,48.6355600000,-1.5105600000,Europe and North America,fr,France,"Department of Manche, Region of Basse-Normandie",0,1979,,0,0,2317,https://whc.unesco.org/en/list/80,https://whc.unesco.org/uploads/sites/site_80.jpg,http://www.wikidata.org/entity/Q17117964,Mont-Saint-Michel and its Bay,http://www.wikidata.org/entity/Q18013783,patrimoine de France,,,65600000
800,Mount Kenya National Park/Natural Forest,Natural,"At 5,199 m, Mount Kenya is the second highest peak in Africa. It is an ancient extinct volcano, which during its period of activity (3.1-2.6 million years ago) is thought to have risen to 6,500 m. There are 12 remnant glaciers on the mountain, all receding rapidly, and four secondary peaks that sit at the head of the U-shaped glacial valleys. With its rugged glacier-clad summits and forested middle slopes, Mount Kenya is one of the most impressive landscapes in East Africa. The evolution and ecology of its afro-alpine flora provide an outstanding example of ecological and biological processes. Through the Lewa Wildlife Conservancy and Ngare Ndare Forest Reserve, the property also incorporates lower lying scenic foothills and arid habitats of high biodiversity, situated in the ecological transition zone between the mountain ecosystem and the semi-arid savanna grasslands. The area also lies within the traditional migrating route of the African elephant population.",(vii)(ix),,,-0.1550000000,37.3155555556,Africa,ke,Kenya,,0,1997,2013,0,1,1902,https://whc.unesco.org/en/list/800,https://whc.unesco.org/uploads/sites/site_800.jpg,http://www.wikidata.org/entity/Q1639468,Mount Kenya National Park,"http://www.wikidata.org/entity/Q14018439, http://www.wikidata.org/entity/Q46169","Man and the Biosphere Programme, national park",,,2023340000
801,Lake Turkana National Parks,Natural,"The most saline of Africa's large lakes, Turkana is an outstanding laboratory for the study of plant and animal communities. The three National Parks serve as a stopover for migrant waterfowl and are major breeding grounds for the Nile crocodile, hippopotamus and a variety of venomous snakes. The Koobi Fora deposits, rich in mammalian, molluscan and other fossil remains, have contributed more to the understanding of paleo-environments than any other site on the continent.",(viii)(x),The Committee inscribed this property on the basis of natural criteria (viii) and (x) for the discoveries of mammal fossil remains in the site which led to the scientific reconstruction of the palaeo-environment of the entire Turkana Lake basin of the Quarternary Period. The Lake Turkana ecosystem with its diverse bird life and desert environment offers an exceptional laboratory for studies of plant and animal communities.,,3.0513055560,36.5036666700,Africa,ke,Kenya,,0,1997,2001,0,1,947,https://whc.unesco.org/en/list/801,https://whc.unesco.org/uploads/sites/site_801.jpg,http://www.wikidata.org/entity/Q1647948,Lake Turkana National Parks,,,,,1614850000
804,"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona",Cultural,"These are two of the finest contributions to Barcelona's architecture by the Catalan art nouveau architect Lluís Domènech i Montaner. The Palau de la Música Catalana is an exuberant steel-framed structure full of light and space, and decorated by many of the leading designers of the day. The Hospital de Sant Pau is equally bold in its design and decoration, while at the same time perfectly adapted to the needs of the sick.",(i)(ii)(iv),"The Committee decided to inscribe these two properties on the basis of criteria (i), (ii) and (iv), considering that the Palau de la Música Catalana and the Hospital de Sant Pau in Barcelona are masterpieces of the imaginative and exuberant Art Nouveau that flowered in early 20th century Barcelona.",,41.3877800000,2.1750000000,Europe and North America,es,Spain,"Province of Barcelona, Autonomous Community of Catalonia",0,1997,,0,0,1631,https://whc.unesco.org/en/list/804,https://whc.unesco.org/uploads/sites/site_804.jpg,http://www.wikidata.org/entity/Q64955212,"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona",http://www.wikidata.org/entity/Q18247357,group of structures or buildings,,,68700
805,San Millán Yuso and Suso Monasteries,Cultural,"The monastic community founded by St Millán in the mid-6th century became a place of pilgrimage. A fine Romanesque church built in honour of the holy man still stands at the site of Suso. It was here that the first literature was produced in Castilian, from which one of the most widely spoken languages in the world today is derived. In the early 16th century the community was housed in the fine new monastery of Yuso, below the older complex; it is still a thriving community today.",(ii)(iv)(vi),"The Committee decided to inscribe this property on the basis of criteria (ii), (iv) and (vi), considering that the Monasteries of Suso and Yuso at San Millán de la Cogolla are exceptional testimony to the introduction and continuous survival of Christian monasticism, from the 6th century to the present day. The property is also of outstanding associative significance as the birthplace of the modern written and spoken Spanish language.",,42.3258600000,-2.8649600000,Europe and North America,es,Spain,"San Millán de la Cogolla, Province and Autonomous Community of La Rioja",0,1997,,0,0,951,https://whc.unesco.org/en/list/805,https://whc.unesco.org/uploads/sites/site_805.jpg,http://www.wikidata.org/entity/Q2284354,Monasteries of San Millán de la Cogolla,http://www.wikidata.org/entity/Q44613,monastery,,,190100
81,Chartres Cathedral,Cultural,"Partly built starting in 1145, and then reconstructed over a 26-year period after the fire of 1194, Chartres Cathedral marks the high point of French Gothic art. The vast nave, in pure ogival style, the porches adorned with fine sculptures from the middle of the 12th century, and the magnificent 12th- and 13th-century stained-glass windows, all in remarkable condition, combine to make it a masterpiece.",(i)(ii)(iv),,,48.4475000000,1.4872222220,Europe and North America,fr,France,"Department of Eure-et-Loire, Centre Region",0,1979,,0,0,1719,https://whc.unesco.org/en/list/81,https://whc.unesco.org/uploads/sites/site_81.jpg,http://www.wikidata.org/entity/Q180274,Notre-Dame de Chartres,"http://www.wikidata.org/entity/Q56242215, http://www.wikidata.org/entity/Q2668072, http://www.wikidata.org/entity/Q120560","Catholic cathedral, collection, minor basilica",,,10600
811,Old Town of Lijiang,Cultural,"The Old Town of Lijiang, which is perfectly adapted to the uneven topography of this key commercial and strategic site, has retained a historic townscape of high quality and authenticity. Its architecture is noteworthy for the blending of elements from several cultures that have come together over many centuries. Lijiang also possesses an ancient water-supply system of great complexity and ingenuity that still functions effectively today.",(ii)(iv)(v),"The Committee decided to inscribe this site on the basis of cultural criteria (ii), (iv) and (v). Lijiang is an exceptional ancient town set in a dramatic landscape which represents the harmonious fusion of different cultural traditions to produce an urban landscape of outstanding quality.",,26.8666700000,100.2333300000,Asia and the Pacific,cn,China,"Lijiang's old town  (including the Dayan old town, Basha housing cluster and Shuhe housing cluster)",0,1997,,0,0,1934,https://whc.unesco.org/en/list/811,https://whc.unesco.org/uploads/sites/site_811.jpg,http://www.wikidata.org/entity/Q65964838,Old Town of Lijiang,http://www.wikidata.org/entity/Q18247357,group of structures or buildings,,,1456000
812,Ancient City of Ping Yao,Cultural,"Ping Yao is an exceptionally well-preserved example of a traditional Han Chinese city, founded in the 14th century. Its urban fabric shows the evolution of architectural styles and town planning in Imperial China over five centuries. Of special interest are the imposing buildings associated with banking, for which Ping Yao was the major centre for the whole of China in the 19th and early 20th centuries.",(ii)(iii)(iv),"The Committee decided to inscribe this property on the basis of criteria (ii), (iii) and (iv), considering that the Ancient City of Ping Yao is an outstanding example of a Han Chinese city of the Ming and Qing Dynasties (14th-20th centuries) that has retained all its features to an exceptional degree and in doing so provides a remarkably complete picture of cultural, social, economic, and religious development during one of the most seminal periods of Chinese history.",,37.2013900000,112.1544400000,Asia and the Pacific,cn,China,"Ping Yao County, Shan Xi Province",0,1997,,0,0,959,https://whc.unesco.org/en/list/812,https://whc.unesco.org/uploads/sites/site_812.jpg,http://www.wikidata.org/entity/Q65965285,Ancient City of Ping Yao,http://www.wikidata.org/entity/Q18247357,group of structures or buildings,,,2456200
813,Classical Gardens of Suzhou,Cultural,"Classical Chinese garden design, which seeks to recreate natural landscapes in miniature, is nowhere better illustrated than in the nine gardens in the historic city of Suzhou. They are generally acknowledged to be masterpieces of the genre. Dating from the 11th-19th century, the gardens reflect the profound metaphysical importance of natural beauty in Chinese culture in their meticulous design.",(i)(ii)(iii)(iv)(v),"The Committee decided to inscribe this property on the basis of criteria (i), (ii), (iii), (iv) and (v), considering that the four classical gardens of Suzhou are masterpieces of Chinese landscape garden design in which art, nature, and ideas are integrated perfectly to create ensembles of great beauty and peaceful harmony, and four gardens are integral to the entire historic urban plan.",,31.3166666700,120.4500000000,Asia and the Pacific,cn,China,"Suzhou City, Jiangsu Province",0,1997,2000,0,1,961,https://whc.unesco.org/en/list/813,https://whc.unesco.org/uploads/sites/site_813.jpg,http://www.wikidata.org/entity/Q1144337,Classical Gardens of Suzhou,http://www.wikidata.org/entity/Q1107656,garden,,,119220
814,Morne Trois Pitons National Park,Natural,"Luxuriant natural tropical forest blends with scenic volcanic features of great scientific interest in this national park centred on the 1,342-m-high volcano known as Morne Trois Pitons. With its precipitous slopes and deeply incised valleys, 50 fumaroles, hot springs, three freshwater lakes, a 'boiling lake' and five volcanoes, located on the park's nearly 7,000 ha, together with the richest biodiversity in the Lesser Antilles, Morne Trois Pitons National Park presents a rare combination of natural features of World Heritage value.",(viii)(x),"The Committee inscribed the Morne Trois Pitons National Park on the basis of natural criteria (viii) and (x) for its diverse flora with endemic species of vascular plants, its volcanoes, rivers and waterfalls, illustrating ongoing geo-morphological processes with high scenic value.",,15.3311130000,-61.3066100000,Latin America and the Caribbean,dm,Dominica,South central part of the island,0,1997,,0,0,962,https://whc.unesco.org/en/list/814,https://whc.unesco.org/uploads/sites/site_814.jpg,http://www.wikidata.org/entity/Q629436,Morne Trois Pitons National Park,http://www.wikidata.org/entity/Q46169,national park,,,68570000
820,Cocos Island National Park,Natural,"Cocos Island National Park, located 550 km off the Pacific coast of Costa Rica, is the only island in the tropical eastern Pacific with a tropical rainforest. Its position as the first point of contact with the northern equatorial counter-current, and the myriad interactions between the island and the surrounding marine ecosystem, make the area an ideal laboratory for the study of biological processes. The underwater world of the national park has become famous due to the attraction it holds for divers, who rate it as one of the best places in the world to view large pelagic species such as sharks, rays, tuna and dolphins.",(ix)(x),"The Committee inscribed Cocos Island National Park under natural criteria (ix) and (x) because of the critical habitats the site provides for marine wildlife including large pelagic species, especially sharks.",,5.5333333330,-87.0666666700,Latin America and the Caribbean,cr,Costa Rica,"Province of Puntarenas, South Eastern Tropical Pacific",0,1997,2002,0,1,969,https://whc.unesco.org/en/list/820,https://whc.unesco.org/uploads/sites/site_820.jpg,http://www.wikidata.org/entity/Q6062995,Cocos Island National Park,http://www.wikidata.org/entity/Q46169,national park,,,1997900000
821,Historic Centre of São Luís,Cultural,"The late 17th-century core of this historic town, founded by the French and occupied by the Dutch before coming under Portuguese rule, has preserved the original rectangular street plan in its entirety. Thanks to a period of economic stagnation in the early 20th century, an exceptional number of fine historic buildings have survived, making this an outstanding example of an Iberian colonial town.",(iii)(iv)(v),"The Committee decided to inscribe this property on the basis of criteria (iii), (iv) and (v), considering that the Historic Centre of São Luis do Maranhão is an outstanding example of a Portuguese colonial town that adapted successfully to the climatic conditions in equatorial South America and which has preserved its urban fabric, harmoniously integrated with its natural setting, to an exceptional degree.",,-2.5300540000,-44.3033690000,Latin America and the Caribbean,br,Brazil,"Maranhão State, Brasil’s North-East Region",0,1997,,0,0,970,https://whc.unesco.org/en/list/821,https://whc.unesco.org/uploads/sites/site_821.jpg,http://www.wikidata.org/entity/Q8343768,Historic Centre of São Luís,"http://www.wikidata.org/entity/Q702492, http://www.wikidata.org/entity/Q676050, http://www.wikidata.org/entity/Q210272","urban area, old town, cultural heritage",,,666500
823,Residences of the Royal House of Savoy,Cultural,"When Emmanuel-Philibert, Duke of Savoy, moved his capital to Turin in 1562, he began a vast series of building projects (continued by his successors) to demonstrate the power of the ruling house. This outstanding complex of buildings, designed and embellished by the leading architects and artists of the time, radiates out into the surrounding countryside from the Royal Palace in the 'Command Area' of Turin to include many country residences and hunting lodges.",(i)(ii)(iv)(v),"The Committee decided to inscribe this property on the basis of criteria (i), (ii), (iv) and (v), considering that the Residences of the Royal House of Savoy in and around Turin represent a comprehensive overview of European monumental architecture in the 17th and 18th centuries, using style, dimensions, and space to illustrate in an exceptional way the prevailing doctrine of absolute monarchy in material terms.",,45.0725300000,7.6857200000,Europe and North America,it,Italy,"Province of Torino, Piedmont Region",0,1997,,0,0,1736,https://whc.unesco.org/en/list/823,https://whc.unesco.org/uploads/sites/site_823.jpg,http://www.wikidata.org/entity/Q461272,Residences of the Royal House of Savoy,http://www.wikidata.org/entity/Q1497375,architectural ensemble,,,3708200
83,Palace and Park of Versailles,Cultural,"The Palace of Versailles was the principal residence of the French kings from the time of Louis XIV to Louis XVI. Embellished by several generations of architects, sculptors, decorators and landscape architects, it provided Europe with a model of the ideal royal residence for over a century.",(i)(ii)(vi),,,48.8050000000,2.1194444440,Europe and North America,fr,France,"Department of Yvelines,  Ile-de-France",0,1979,,0,0,1571,https://whc.unesco.org/en/list/83,https://whc.unesco.org/uploads/sites/site_83.jpg,http://www.wikidata.org/entity/Q3034552,Palace and Park of Versailles,http://www.wikidata.org/entity/Q2221906,geographic location,,,10700000
836,Archaeological Site of Volubilis,Cultural,"The Mauritanian capital, founded in the 3rd century B.C., became an important outpost of the Roman Empire and was graced with many fine buildings. Extensive remains of these survive in the archaeological site, located in a fertile agricultural area. Volubilis was later briefly to become the capital of Idris I, founder of the Idrisid dynasty, who is buried at nearby Moulay Idris.",(ii)(iii)(iv)(vi),"The Committee decided to inscribe the Archaeological Site of Volubilis on the basis of criteria (ii), (iii), (iv) and (vi), considering that this site is an exceptionally well preserved example of a large Roman colonial town on the fringes of the Empire.",,34.0738900000,-5.5569400000,Arab States,ma,Morocco,Wilaya de Meknès - Province Meknès El Menzeh Meulay-Idriss Zerhoun,0,1997,,0,0,1625,https://whc.unesco.org/en/list/836,https://whc.unesco.org/uploads/sites/site_836.jpg,http://www.wikidata.org/entity/Q391215,Volubilis,"http://www.wikidata.org/entity/Q15661340, http://www.wikidata.org/entity/Q839954, http://www.wikidata.org/entity/Q486972","ancient city, archaeological site, human settlement","http://www.wikidata.org/entity/Q4383747, http://www.wikidata.org/entity/Q1747689, http://www.wikidata.org/entity/Q45315","Punic people, Ancient Rome, Berber",420000
837,Medina of Tétouan (formerly known as Titawin),Cultural,"T&eacute;touan was of particular importance in the Islamic period, from the 8th century onwards, since it served as the main point of contact between Morocco and Andalusia. After the Reconquest, the town was rebuilt by Andalusian refugees who had been expelled by the Spanish. This is well illustrated by its art and architecture, which reveal clear Andalusian influence. Although one of the smallest of the Moroccan medinas, T&eacute;touan is unquestionably the most complete and it has been largely untouched by subsequent outside influences.",(ii)(iv)(v),"The Committee decided to inscribe the Medina of T&eacute;touan (formerly known as Titawin) on the basis of criteria (ii), (iv) and (v), considering that it is an exceptionally well preserved and complete example of this type of historic town, displaying all the features of the high Andalusian culture.",,35.5708300000,-5.3666700000,Arab States,ma,Morocco,"Region Nord-Ouest, Wilaya de Tétouan, Province of Tétouan, Medina of Tétouan",0,1997,,0,0,986,https://whc.unesco.org/en/list/837,https://whc.unesco.org/uploads/sites/site_837.jpg,http://www.wikidata.org/entity/Q3847588,Medina of Tétouan,"http://www.wikidata.org/entity/Q1128906, http://www.wikidata.org/entity/Q702492","medina quarter, urban area",,,65000
839,Alejandro de Humboldt National Park,Natural,Complex geology and varied topography have given rise to a diversity of ecosystems and species unmatched in the insular Caribbean and created one of the most biologically diverse tropical island sites on earth. Many of the underlying rocks are toxic to plants so species have had to adapt to survive in these hostile conditions. This unique process of evolution has resulted in the development of many new species and the park is one of the most important sites in the Western Hemisphere for the conservation of endemic flora. Endemism of vertebrates and invertebrates is also very high.,(ix)(x),"Criterion (ix): The size, altitudinal diversity, complex lithologies, and landform diversity of AHNP have resulted in a range of ecosystems and species unmatched in the Insular Caribbean. It was a Miocene-Pleistocene refuge site, particularly in the glacial eras, for the Caribbean biota. The fresh water rivers that flow off the peaks of the park are some of the largest in the insular Caribbean and because of this have high freshwater biological diversity. Because of the serpentine, peridotite, karst and pseudokarst geology of the region, AHNP is an excellent example of ongoing processes in the evolution of species and communities on underlying rocks that pose special challenges to plant survival.
Criterion (x): AHNP contains the most important and significant natural habitats for in-situ conservation of terrestrial biological diversity in the entire insular Caribbean. It contains 16 of 28 plant formations defined for Cuba, the largest island in the Caribbean, which is a unique biogeographic province. It is one of the most important sites for conservation of endemic flora in the entire Western Hemisphere – nearly 70% of the 1,302 spermatophytes already described, of an estimated total of 1,800-2,000, are endemic to the park. AHNP is one of the most biologically diverse terrestrial tropical ecosystems in an island setting anywhere on earth. Endemism rates for vertebrates and invertebrates found in the park are also very high. Many of these are threatened because of their small range. Because of their uniqueness and the fact that they represent unique evolutionary processes, they are of outstanding universal value from the point of view of science and conservation.",,20.4500000000,-75.0000000000,Latin America and the Caribbean,cu,Cuba,Guantánamo and Holguín Provinces,0,2001,,0,0,989,https://whc.unesco.org/en/list/839,https://whc.unesco.org/uploads/sites/site_839.jpg,http://www.wikidata.org/entity/Q48153,Alexander von Humboldt National Park,http://www.wikidata.org/entity/Q46169,national park,,,711400000
84,"Vézelay, Church and Hill",Cultural,"Shortly after its foundation in the 9th century, the Benedictine abbey of Vézelay acquired the relics of St Mary Magdalene and since then it has been an important place of pilgrimage. St Bernard preached the Second Crusade there in 1146 and Richard the Lion-Hearted and Philip II Augustus met there to leave for the Third Crusade in 1190. With its sculpted capitals and portal, the Madeleine of Vézelay – a 12th-century monastic church – is a masterpiece of Burgundian Romanesque art and architecture.",(i)(vi),,,47.4663888900,3.7483333330,Europe and North America,fr,France,"Department of Yonne, Bourgogne Region",0,1979,,0,0,1572,https://whc.unesco.org/en/list/84,https://whc.unesco.org/uploads/sites/site_84.jpg,http://www.wikidata.org/entity/Q64401449,"Vézelay, Church and Hill",http://www.wikidata.org/entity/Q16887380,group,,,1830000
841,"San Pedro de la Roca Castle, Santiago de Cuba",Cultural,"Commercial and political rivalries in the Caribbean region in the 17th century resulted in the construction of this massive series of fortifications on a rocky promontory, built to protect the important port of Santiago. This intricate complex of forts, magazines, bastions and batteries is the most complete, best-preserved example of Spanish-American military architecture, based on Italian and Renaissance design principles.",(iv)(v),"The Committee decided to inscribe this property on the basis of criteria (iv) and (v), considering that the Castle of San Pedro de la Roca and its associated defensive works are of exceptional value because they constitute the largest and most comprehensive example of the principles of Renaissance military engineering adapted to the requirements of European colonial powers in the Caribbean.",,19.9684460000,-75.8704410000,Latin America and the Caribbean,cu,Cuba,Provincia de Santiago de Cuba,0,1997,,0,0,992,https://whc.unesco.org/en/list/841,https://whc.unesco.org/uploads/sites/site_841.jpg,http://www.wikidata.org/entity/Q910189,Castillo de San Pedro de la Roca,http://www.wikidata.org/entity/Q57831,fortress,,,938800
842,"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula",Cultural,"The Cilento is an outstanding cultural landscape. The dramatic groups of sanctuaries and settlements along its three east–west mountain ridges vividly portray the area's historical evolution: it was a major route not only for trade, but also for cultural and political interaction during the prehistoric and medieval periods. The Cilento was also the boundary between the Greek colonies of Magna Graecia and the indigenous Etruscan and Lucanian peoples. The remains of two major cities from classical times, Paestum and Velia, are found there.",(iii)(iv),"Criterion (iii): During the prehistoric period, and again in the Middle Ages, the Cilento region served as a key route for cultural, political, and commercial communications in an exceptional manner, utilizing the crests of the mountain chains running east-west and thereby creating a cultural landscape of outstanding significance and quality.
Criterion (iv): In two key episodes in the development of human societies in the Mediterranean region, the Cilento area provided the only viable means of communication between the Adriatic and the Tyrrhenian seas, in the central Mediterranean region, and this is vividly illustrated by the relict cultural landscape of today.",,40.2833333300,15.2666666700,Europe and North America,it,Italy,"Province of Salerno, Campania",0,1998,,0,0,993,https://whc.unesco.org/en/list/842,https://whc.unesco.org/uploads/sites/site_842.jpg,http://www.wikidata.org/entity/Q65016468,"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula",http://www.wikidata.org/entity/Q28777651,group of protected areas,,,1591097300
